Departamento,Mes,Anio,Weekday,Hora,Zona,Dia_Mes,Tipo_Accidente,Tipo_Vehiculo,Color_Vehiculo,Modelo_Vehiculo,Edad,Sexo,Condicion_Conductor,accidentes_totales,hoja_origen,vehiculos_involucrados_accidentes,victimas_totales,lesionados_totales,fallecidos_totales,tasa_victimas_involucradas,tasa_lesionados,tasa_fallecidos
Huehuetenango,,2023,,,,,,,,,,,,,cuadro 17,200.0,,,,,,
Quiché,,2023,,,,,,,,,,,,,cuadro 17,179.0,,,,,,
Baja Verapaz,,2023,,,,,,,,,,,,,cuadro 17,212.0,,,,,,
Alta Verapaz,,2023,,,,,,,,,,,,,cuadro 17,506.0,,,,,,
Petén,,2023,,,,,,,,,,,,,cuadro 17,355.0,,,,,,
Izabal,,2023,,,,,,,,,,,,,cuadro 17,354.0,,,,,,
Zacapa,,2023,,,,,,,,,,,,,cuadro 17,220.0,,,,,,
Chiquimula,,2023,,,,,,,,,,,,,cuadro 17,176.0,,,,,,
Jalapa,,2023,,,,,,,,,,,,,cuadro 17,184.0,,,,,,
Jutiapa,,2023,,,,,,,,,,,,,cuadro 17,347.0,,,,,,
Guatemala,,2024,,,,,,,,,,,,,cuadro 17,5290.0,,,,,,
El Progreso,,2024,,,,,,,,,,,,,cuadro 17,297.0,,,,,,
Sacatepéquez,,2024,,,,,,,,,,,,,cuadro 17,574.0,,,,,,
Chimaltenango,,2024,,,,,,,,,,,,,cuadro 17,440.0,,,,,,
Escuintla,,2024,,,,,,,,,,,,,cuadro 17,1696.0,,,,,,
Santa Rosa,,2024,,,,,,,,,,,,,cuadro 17,372.0,,,,,,
Sololá,,2024,,,,,,,,,,,,,cuadro 17,106.0,,,,,,
Totonicapán,,2024,,,,,,,,,,,,,cuadro 17,77.0,,,,,,
Quetzaltenango,,2024,,,,,,,,,,,,,cuadro 17,363.0,,,,,,
Suchitepéquez,,2024,,,,,,,,,,,,,cuadro 17,313.0,,,,,,
Retalhuleu,,2024,,,,,,,,,,,,,cuadro 17,300.0,,,,,,
San Marcos,,2024,,,,,,,,,,,,,cuadro 17,226.0,,,,,,
Huehuetenango,,2024,,,,,,,,,,,,,cuadro 17,211.0,,,,,,
Quiché,,2024,,,,,,,,,,,,,cuadro 17,231.0,,,,,,
Baja Verapaz,,2024,,,,,,,,,,,,,cuadro 17,267.0,,,,,,
Alta Verapaz,,2024,,,,,,,,,,,,,cuadro 17,544.0,,,,,,
Petén,,2024,,,,,,,,,,,,,cuadro 17,381.0,,,,,,
Izabal,,2024,,,,,,,,,,,,,cuadro 17,425.0,,,,,,
Zacapa,,2024,,,,,,,,,,,,,cuadro 17,198.0,,,,,,
Chiquimula,,2024,,,,,,,,,,,,,cuadro 17,208.0,,,,,,
Jalapa,,2024,,,,,,,,,,,,,cuadro 17,167.0,,,,,,
Jutiapa,,2024,,,,,,,,,,,,,cuadro 17,359.0,,,,,,
,,,,,,,Unnamed: 1,Motocicleta,,,,,,,cuadro 18,6462.0,,,,,,
,,,,,,,Unnamed: 1,Automóvil,,,,,,,cuadro 18,2443.0,,,,,,
,,,,,,,Unnamed: 1,Pick Up,,,,,,,cuadro 18,1108.0,,,,,,
,,,,,,,Unnamed: 1,Camioneta,,,,,,,cuadro 18,978.0,,,,,,
,,,,,,,Unnamed: 1,Camión,,,,,,,cuadro 18,664.0,,,,,,
,,,,,,,Unnamed: 1,Cabezal,,,,,,,cuadro 18,469.0,,,,,,
,,,,,,,Unnamed: 1,Bus Urbano,,,,,,,cuadro 18,281.0,,,,,,
,,,,,,,Unnamed: 1,Microbús,,,,,,,cuadro 18,157.0,,,,,,
,,,,,,,Unnamed: 1,Moto Taxi,,,,,,,cuadro 18,116.0,,,,,,
,,,,,,,Unnamed: 1,Panel,,,,,,,cuadro 18,49.0,,,,,,
,,,,,,,Unnamed: 1,Cuatrimoto,,,,,,,cuadro 18,42.0,,,,,,
,,,,,,,Unnamed: 1,Tractor,,,,,,,cuadro 18,9.0,,,,,,
,,,,,,,Unnamed: 1,Bus Extraurbano,,,,,,,cuadro 18,8.0,,,,,,
,,,,,,,Unnamed: 1,Jeep,,,,,,,cuadro 18,7.0,,,,,,
,,,,,,,Unnamed: 1,Bicicleta,,,,,,,cuadro 18,4.0,,,,,,
,,,,,,,Unnamed: 1,Montacargas,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Unnamed: 1,Taxi,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Unnamed: 1,Ignorado,,,,,,,cuadro 18,246.0,,,,,,
,,,,,,,Unnamed: 1,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Colisión,Motocicleta,,,,,,,cuadro 18,4397.0,,,,,,
,,,,,,,Colisión,Automóvil,,,,,,,cuadro 18,1657.0,,,,,,
,,,,,,,Colisión,Pick Up,,,,,,,cuadro 18,844.0,,,,,,
,,,,,,,Colisión,Camioneta,,,,,,,cuadro 18,799.0,,,,,,
,,,,,,,Colisión,Camión,,,,,,,cuadro 18,495.0,,,,,,
,,,,,,,Colisión,Cabezal,,,,,,,cuadro 18,390.0,,,,,,
,,,,,,,Colisión,Bus Urbano,,,,,,,cuadro 18,186.0,,,,,,
,,,,,,,Colisión,Microbús,,,,,,,cuadro 18,121.0,,,,,,
,,,,,,,Colisión,Moto Taxi,,,,,,,cuadro 18,76.0,,,,,,
,,,,,,,Colisión,Panel,,,,,,,cuadro 18,35.0,,,,,,
,,,,,,,Colisión,Cuatrimoto,,,,,,,cuadro 18,28.0,,,,,,
,,,,,,,Colisión,Tractor,,,,,,,cuadro 18,7.0,,,,,,
,,,,,,,Colisión,Bus Extraurbano,,,,,,,cuadro 18,5.0,,,,,,
,,,,,,,Colisión,Jeep,,,,,,,cuadro 18,5.0,,,,,,
,,,,,,,Colisión,Bicicleta,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Colisión,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Colisión,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Colisión,Ignorado,,,,,,,cuadro 18,41.0,,,,,,
,,,,,,,Colisión,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Atropello,Motocicleta,,,,,,,cuadro 18,697.0,,,,,,
,,,,,,,Atropello,Automóvil,,,,,,,cuadro 18,640.0,,,,,,
,,,,,,,Atropello,Pick Up,,,,,,,cuadro 18,164.0,,,,,,
,,,,,,,Atropello,Camioneta,,,,,,,cuadro 18,114.0,,,,,,
,,,,,,,Atropello,Camión,,,,,,,cuadro 18,99.0,,,,,,
,,,,,,,Atropello,Cabezal,,,,,,,cuadro 18,49.0,,,,,,
,,,,,,,Atropello,Bus Urbano,,,,,,,cuadro 18,58.0,,,,,,
,,,,,,,Atropello,Microbús,,,,,,,cuadro 18,19.0,,,,,,
,,,,,,,Atropello,Moto Taxi,,,,,,,cuadro 18,18.0,,,,,,
,,,,,,,Atropello,Panel,,,,,,,cuadro 18,6.0,,,,,,
,,,,,,,Atropello,Cuatrimoto,,,,,,,cuadro 18,7.0,,,,,,
,,,,,,,Atropello,Tractor,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Atropello,Bus Extraurbano,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Atropello,Jeep,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Atropello,Bicicleta,,,,,,,cuadro 18,3.0,,,,,,
,,,,,,,Atropello,Montacargas,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Atropello,Taxi,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Atropello,Ignorado,,,,,,,cuadro 18,191.0,,,,,,
,,,,,,,Atropello,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Derrape,Motocicleta,,,,,,,cuadro 18,1172.0,,,,,,
,,,,,,,Derrape,Automóvil,,,,,,,cuadro 18,12.0,,,,,,
,,,,,,,Derrape,Pick Up,,,,,,,cuadro 18,6.0,,,,,,
,,,,,,,Derrape,Camioneta,,,,,,,cuadro 18,3.0,,,,,,
,,,,,,,Derrape,Camión,,,,,,,cuadro 18,4.0,,,,,,
,,,,,,,Derrape,Cabezal,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Derrape,Bus Urbano,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Derrape,Microbús,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Derrape,Moto Taxi,,,,,,,cuadro 18,6.0,,,,,,
,,,,,,,Derrape,Panel,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Derrape,Cuatrimoto,,,,,,,cuadro 18,3.0,,,,,,
,,,,,,,Derrape,Tractor,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Derrape,Bus Extraurbano,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Derrape,Jeep,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Derrape,Bicicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Derrape,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Derrape,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Derrape,Ignorado,,,,,,,cuadro 18,7.0,,,,,,
,,,,,,,Derrape,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Choque,Motocicleta,,,,,,,cuadro 18,175.0,,,,,,
,,,,,,,Choque,Automóvil,,,,,,,cuadro 18,93.0,,,,,,
,,,,,,,Choque,Pick Up,,,,,,,cuadro 18,44.0,,,,,,
,,,,,,,Choque,Camioneta,,,,,,,cuadro 18,34.0,,,,,,
,,,,,,,Choque,Camión,,,,,,,cuadro 18,38.0,,,,,,
,,,,,,,Choque,Cabezal,,,,,,,cuadro 18,16.0,,,,,,
,,,,,,,Choque,Bus Urbano,,,,,,,cuadro 18,9.0,,,,,,
,,,,,,,Choque,Microbús,,,,,,,cuadro 18,9.0,,,,,,
,,,,,,,Choque,Moto Taxi,,,,,,,cuadro 18,9.0,,,,,,
,,,,,,,Choque,Panel,,,,,,,cuadro 18,6.0,,,,,,
,,,,,,,Choque,Cuatrimoto,,,,,,,cuadro 18,3.0,,,,,,
,,,,,,,Choque,Tractor,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Choque,Bus Extraurbano,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Choque,Jeep,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Choque,Bicicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Choque,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Choque,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Choque,Ignorado,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Choque,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Vuelco,Motocicleta,,,,,,,cuadro 18,4.0,,,,,,
,,,,,,,Vuelco,Automóvil,,,,,,,cuadro 18,27.0,,,,,,
,,,,,,,Vuelco,Pick Up,,,,,,,cuadro 18,32.0,,,,,,
,,,,,,,Vuelco,Camioneta,,,,,,,cuadro 18,17.0,,,,,,
,,,,,,,Vuelco,Camión,,,,,,,cuadro 18,24.0,,,,,,
,,,,,,,Vuelco,Cabezal,,,,,,,cuadro 18,10.0,,,,,,
,,,,,,,Vuelco,Bus Urbano,,,,,,,cuadro 18,17.0,,,,,,
,,,,,,,Vuelco,Microbús,,,,,,,cuadro 18,4.0,,,,,,
,,,,,,,Vuelco,Moto Taxi,,,,,,,cuadro 18,7.0,,,,,,
,,,,,,,Vuelco,Panel,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Cuatrimoto,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Vuelco,Tractor,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Bus Extraurbano,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Jeep,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Bicicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Vuelco,Ignorado,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Vuelco,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Embarrancó,Motocicleta,,,,,,,cuadro 18,17.0,,,,,,
,,,,,,,Embarrancó,Automóvil,,,,,,,cuadro 18,13.0,,,,,,
,,,,,,,Embarrancó,Pick Up,,,,,,,cuadro 18,16.0,,,,,,
,,,,,,,Embarrancó,Camioneta,,,,,,,cuadro 18,11.0,,,,,,
,,,,,,,Embarrancó,Camión,,,,,,,cuadro 18,4.0,,,,,,
,,,,,,,Embarrancó,Cabezal,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Embarrancó,Bus Urbano,,,,,,,cuadro 18,9.0,,,,,,
,,,,,,,Embarrancó,Microbús,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Embarrancó,Moto Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Panel,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Embarrancó,Cuatrimoto,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Tractor,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Bus Extraurbano,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Jeep,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Bicicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Embarrancó,Ignorado,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Embarrancó,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Encunetó,Motocicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Automóvil,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Encunetó,Pick Up,,,,,,,cuadro 18,2.0,,,,,,
,,,,,,,Encunetó,Camioneta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Camión,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Cabezal,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Bus Urbano,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Microbús,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Moto Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Panel,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Cuatrimoto,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Tractor,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Bus Extraurbano,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Jeep,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Bicicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,Ignorado,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Encunetó,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Caída,Motocicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Automóvil,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Pick Up,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Camioneta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Camión,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Cabezal,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Bus Urbano,,,,,,,cuadro 18,1.0,,,,,,
,,,,,,,Caída,Microbús,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Moto Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Panel,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Cuatrimoto,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Tractor,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Bus Extraurbano,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Jeep,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Bicicleta,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Montacargas,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Taxi,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,Ignorado,,,,,,,cuadro 18,0.0,,,,,,
,,,,,,,Caída,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 18,,,,,,,
,,,,,,,Unnamed: 1,,Negro,,,,,,cuadro 19,2374.0,,,,,,
,,,,,,,Unnamed: 1,,Blanco,,,,,,cuadro 19,1696.0,,,,,,
,,,,,,,Unnamed: 1,,Rojo,,,,,,cuadro 19,1653.0,,,,,,
,,,,,,,Unnamed: 1,,Gris,,,,,,cuadro 19,1396.0,,,,,,
,,,,,,,Unnamed: 1,,Azul,,,,,,cuadro 19,1058.0,,,,,,
,,,,,,,Unnamed: 1,,Verde,,,,,,cuadro 19,300.0,,,,,,
,,,,,,,Unnamed: 1,,Corinto,,,,,,cuadro 19,197.0,,,,,,
,,,,,,,Unnamed: 1,,Amarillo,,,,,,cuadro 19,169.0,,,,,,
,,,,,,,Unnamed: 1,,Beige,,,,,,cuadro 19,122.0,,,,,,
,,,,,,,Unnamed: 1,,Café,,,,,,cuadro 19,77.0,,,,,,
,,,,,,,Unnamed: 1,,Anaranjado,,,,,,cuadro 19,68.0,,,,,,
,,,,,,,Unnamed: 1,,Celeste,,,,,,cuadro 19,58.0,,,,,,
,,,,,,,Unnamed: 1,,Morado,,,,,,cuadro 19,25.0,,,,,,
,,,,,,,Unnamed: 1,,Rosado,,,,,,cuadro 19,6.0,,,,,,
,,,,,,,Unnamed: 1,,Turquesa,,,,,,cuadro 19,6.0,,,,,,
,,,,,,,Unnamed: 1,,Ignorado,,,,,,cuadro 19,3840.0,,,,,,
,,,,,,,Colisión,,Negro,,,,,,cuadro 19,1752.0,,,,,,
,,,,,,,Colisión,,Blanco,,,,,,cuadro 19,1293.0,,,,,,
,,,,,,,Colisión,,Rojo,,,,,,cuadro 19,1188.0,,,,,,
,,,,,,,Colisión,,Gris,,,,,,cuadro 19,1138.0,,,,,,
,,,,,,,Colisión,,Azul,,,,,,cuadro 19,782.0,,,,,,
,,,,,,,Colisión,,Verde,,,,,,cuadro 19,244.0,,,,,,
,,,,,,,Colisión,,Corinto,,,,,,cuadro 19,144.0,,,,,,
,,,,,,,Colisión,,Amarillo,,,,,,cuadro 19,126.0,,,,,,
,,,,,,,Colisión,,Beige,,,,,,cuadro 19,109.0,,,,,,
,,,,,,,Colisión,,Café,,,,,,cuadro 19,60.0,,,,,,
,,,,,,,Colisión,,Anaranjado,,,,,,cuadro 19,48.0,,,,,,
,,,,,,,Colisión,,Celeste,,,,,,cuadro 19,46.0,,,,,,
,,,,,,,Colisión,,Morado,,,,,,cuadro 19,19.0,,,,,,
,,,,,,,Colisión,,Rosado,,,,,,cuadro 19,5.0,,,,,,
,,,,,,,Colisión,,Turquesa,,,,,,cuadro 19,3.0,,,,,,
,,,,,,,Colisión,,Ignorado,,,,,,cuadro 19,2130.0,,,,,,
,,,,,,,Atropello,,Negro,,,,,,cuadro 19,242.0,,,,,,
,,,,,,,Atropello,,Blanco,,,,,,cuadro 19,218.0,,,,,,
,,,,,,,Atropello,,Rojo,,,,,,cuadro 19,185.0,,,,,,
,,,,,,,Atropello,,Gris,,,,,,cuadro 19,118.0,,,,,,
,,,,,,,Atropello,,Azul,,,,,,cuadro 19,136.0,,,,,,
,,,,,,,Atropello,,Verde,,,,,,cuadro 19,25.0,,,,,,
,,,,,,,Atropello,,Corinto,,,,,,cuadro 19,27.0,,,,,,
,,,,,,,Atropello,,Amarillo,,,,,,cuadro 19,23.0,,,,,,
,,,,,,,Atropello,,Beige,,,,,,cuadro 19,8.0,,,,,,
,,,,,,,Atropello,,Café,,,,,,cuadro 19,10.0,,,,,,
,,,,,,,Atropello,,Anaranjado,,,,,,cuadro 19,11.0,,,,,,
,,,,,,,Atropello,,Celeste,,,,,,cuadro 19,6.0,,,,,,
,,,,,,,Atropello,,Morado,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Atropello,,Rosado,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Atropello,,Turquesa,,,,,,cuadro 19,2.0,,,,,,
,,,,,,,Atropello,,Ignorado,,,,,,cuadro 19,1061.0,,,,,,
,,,,,,,Derrape,,Negro,,,,,,cuadro 19,291.0,,,,,,
,,,,,,,Derrape,,Blanco,,,,,,cuadro 19,70.0,,,,,,
,,,,,,,Derrape,,Rojo,,,,,,cuadro 19,189.0,,,,,,
,,,,,,,Derrape,,Gris,,,,,,cuadro 19,65.0,,,,,,
,,,,,,,Derrape,,Azul,,,,,,cuadro 19,79.0,,,,,,
,,,,,,,Derrape,,Verde,,,,,,cuadro 19,8.0,,,,,,
,,,,,,,Derrape,,Corinto,,,,,,cuadro 19,7.0,,,,,,
,,,,,,,Derrape,,Amarillo,,,,,,cuadro 19,11.0,,,,,,
,,,,,,,Derrape,,Beige,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Derrape,,Café,,,,,,cuadro 19,3.0,,,,,,
,,,,,,,Derrape,,Anaranjado,,,,,,cuadro 19,6.0,,,,,,
,,,,,,,Derrape,,Celeste,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Derrape,,Morado,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Derrape,,Rosado,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Derrape,,Turquesa,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Derrape,,Ignorado,,,,,,cuadro 19,488.0,,,,,,
,,,,,,,Choque,,Negro,,,,,,cuadro 19,66.0,,,,,,
,,,,,,,Choque,,Blanco,,,,,,cuadro 19,71.0,,,,,,
,,,,,,,Choque,,Rojo,,,,,,cuadro 19,64.0,,,,,,
,,,,,,,Choque,,Gris,,,,,,cuadro 19,52.0,,,,,,
,,,,,,,Choque,,Azul,,,,,,cuadro 19,43.0,,,,,,
,,,,,,,Choque,,Verde,,,,,,cuadro 19,13.0,,,,,,
,,,,,,,Choque,,Corinto,,,,,,cuadro 19,13.0,,,,,,
,,,,,,,Choque,,Amarillo,,,,,,cuadro 19,4.0,,,,,,
,,,,,,,Choque,,Beige,,,,,,cuadro 19,3.0,,,,,,
,,,,,,,Choque,,Café,,,,,,cuadro 19,4.0,,,,,,
,,,,,,,Choque,,Anaranjado,,,,,,cuadro 19,2.0,,,,,,
,,,,,,,Choque,,Celeste,,,,,,cuadro 19,3.0,,,,,,
,,,,,,,Choque,,Morado,,,,,,cuadro 19,2.0,,,,,,
,,,,,,,Choque,,Rosado,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Choque,,Turquesa,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Choque,,Ignorado,,,,,,cuadro 19,96.0,,,,,,
,,,,,,,Vuelco,,Negro,,,,,,cuadro 19,12.0,,,,,,
,,,,,,,Vuelco,,Blanco,,,,,,cuadro 19,37.0,,,,,,
,,,,,,,Vuelco,,Rojo,,,,,,cuadro 19,15.0,,,,,,
,,,,,,,Vuelco,,Gris,,,,,,cuadro 19,12.0,,,,,,
,,,,,,,Vuelco,,Azul,,,,,,cuadro 19,12.0,,,,,,
,,,,,,,Vuelco,,Verde,,,,,,cuadro 19,9.0,,,,,,
,,,,,,,Vuelco,,Corinto,,,,,,cuadro 19,3.0,,,,,,
,,,,,,,Vuelco,,Amarillo,,,,,,cuadro 19,5.0,,,,,,
,,,,,,,Vuelco,,Beige,,,,,,cuadro 19,2.0,,,,,,
,,,,,,,Vuelco,,Café,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Vuelco,,Anaranjado,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Vuelco,,Celeste,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Vuelco,,Morado,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Vuelco,,Rosado,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Vuelco,,Turquesa,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Vuelco,,Ignorado,,,,,,cuadro 19,34.0,,,,,,
,,,,,,,Embarrancó,,Negro,,,,,,cuadro 19,11.0,,,,,,
,,,,,,,Embarrancó,,Blanco,,,,,,cuadro 19,7.0,,,,,,
,,,,,,,Embarrancó,,Rojo,,,,,,cuadro 19,11.0,,,,,,
,,,,,,,Embarrancó,,Gris,,,,,,cuadro 19,9.0,,,,,,
,,,,,,,Embarrancó,,Azul,,,,,,cuadro 19,6.0,,,,,,
,,,,,,,Embarrancó,,Verde,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Embarrancó,,Corinto,,,,,,cuadro 19,3.0,,,,,,
,,,,,,,Embarrancó,,Amarillo,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Embarrancó,,Beige,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Embarrancó,,Café,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Embarrancó,,Anaranjado,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Embarrancó,,Celeste,,,,,,cuadro 19,2.0,,,,,,
,,,,,,,Embarrancó,,Morado,,,,,,cuadro 19,1.0,,,,,,
,,,,,,,Embarrancó,,Rosado,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Embarrancó,,Turquesa,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Embarrancó,,Ignorado,,,,,,cuadro 19,27.0,,,,,,
,,,,,,,Caída,,Negro,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Caída,,Blanco,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Caída,,Rojo,,,,,,cuadro 19,0.0,,,,,,
,,,,,,,Caída,,Gris,,,,,,cuadro 19,0.0,,,,,,
